"ID","Year","Contact.Status","Admission.Substatus","Major.Interest","ACT","GPA","Date.App.Submitted","Date.App.Completed","Legacy","Co.Curricular","Gender","Ethnicity","Religious.Preference","HS.Name","City","State","Zip","Number.Campus.Visits","Royal15","Royal.ID","First.Visit","Last.Visit","Ind.Visit","Group.Visit","Schol.Visit","Award.Status","Comprehensive.Cost","Total.Gift","Total.Institutional.Gift","Gross.Need","Scholarship.Status"
"App ID-252430","2016 Fall",": Cancel","Cancel: Admit","Psychology",25,3.72,"2/15/2016","2/15/2016","","Band; Choir","Female","White","","Nevis HS","Nevis","MN","56467",1,0,20211540,2015-12-04,2015-12-04,0,1,0,"Award Complete",44668,31511,16000,47758,NA
"App ID-252430","2016 Fall",": Cancel","Cancel: Admit","Psychology",25,3.72,"2/15/2016","2/15/2016","","Band; Choir","Female","White","","Nevis HS","Nevis","MN","56467",1,0,20211540,2015-12-04,2015-12-04,0,1,0,"No Award",44668,0,NA,47758,NA
"App ID-252431","2016 Fall",": Deposit","Paid","Chemistry",31,3.97,"2/15/2016","2/22/2016","","","Male","White","No Affiliation","Park Rapids Area HS","Osage","MN","56570-9401",2,0,20202068,2016-03-10,2016-03-11,2,0,0,"No Award",44668,0,0,NA,NA
"App ID-252435","2016 Fall",": Admit","Admitted","Business: Management",22,2.7,"2/15/2016","4/4/2016","","","Female","Black or African-American","Christian","Washington HS","Sioux Falls","SD","57104-9420",0,0,20217058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-252454","2016 Fall",": Admit","Admitted","Elementary Education",25,3.53,"2/16/2016","","","","Female","White","Catholic","Central HS","Omaha","NE","68134-4268",0,0,20201369,NA,NA,NA,NA,NA,"Award Complete",44668,16000,16000,18052,NA
"App ID-252468","2016 Fall",": Cancel","Cancel: Admit","Biology",24,3.79,"2/16/2016","2/17/2016","","","Female","American Indian or Alaska Native; White","","Billings West HS","Billings","MT","59102-5808",0,0,20196906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-252471","2016 Fall",": Admit","Admitted","Pre-Occupational Therapy",25,2.83,"2/16/2016","2/25/2016","","","Female","White","Catholic","Saint Agnes HS","Roseville","MN","55113",0,0,20201256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-252474","2016 Fall",": Admit","Admitted","Physics",0,3.99,"2/16/2016","","","","Male","White","Christian","Red Lodge HS","Red Lodge","MT","59068-0730",0,0,20178136,NA,NA,NA,NA,NA,"Award Complete",44668,25200,25200,40502,NA
"App ID-252475","2016 Fall",": Admit","Admitted","Undecided",23,3.65,"2/16/2016","3/1/2016","","","Female","White","Latter Day Saints (Mormon)","Roseville Area HS","Roseville","MN","55113",0,0,20202535,NA,NA,NA,NA,NA,"Award Complete",44668,21110,21110,22226,NA
"App ID-252478","2016 Fall",": Admit","Admitted","Comm Studies/Arts/Lit Education",32,3.54,"2/16/2016","2/17/2016","","","Female","White","No Affiliation","La Crescent HS","La Crescent","MN","55947-1236",0,0,20193059,NA,NA,NA,NA,NA,"Award Complete",44668,32471,16720,47758,NA
"App ID-252481","2016 Fall",": Admit","Admitted","Undecided",18,2.97,"2/16/2016","2/18/2016","","","Female","Asian","Unknown","Como Park Sr HS","St Paul","MN","55117",0,0,20217895,NA,NA,NA,NA,NA,"No Award",44668,0,0,41968,NA
"App ID-252482","2016 Fall",": Admit","Admitted","Undecided",21,2.67,"2/17/2016","2/17/2016","","","Female","White","Lutheran","Davies HS Fargo","West Fargo","ND","58078",0,0,20217010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253178","2016 Fall",": Cancel","Cancel: Admit","Pre-Medicine",28,4,"2/19/2016","2/23/2016","","","Male","White","Prefer not to respond","Red River Sr HS","Grand Forks","ND","58201",0,0,1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253182","2016 Fall",": Admit","Admitted","Undecided",20,2.74,"2/19/2016","3/4/2016","","","Male","","","Fridley Sr HS","Columbia Heights","MN","55421-2205",0,0,20217396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253189","2016 Fall",": Admit","Admitted","Undecided",20,3.22,"2/19/2016","2/19/2016","","","Male","White","Christian","Buffalo HS","Buffalo","MN","55313",0,0,20203459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253191","2016 Fall",": Admit","Admitted","Nursing",18,2.87,"2/19/2016","3/18/2016","","","Female","Asian","Prefer not to respond","Osseo HS","Brooklyn Center","MN","55429-1228",1,0,20192721,2016-04-18,2016-04-18,1,0,0,"No Award",44668,0,NA,47758,NA
"App ID-253191","2016 Fall",": Admit","Admitted","Nursing",18,2.87,"2/19/2016","3/18/2016","","","Female","Asian","Prefer not to respond","Osseo HS","Brooklyn Center","MN","55429-1228",1,0,20192721,2016-04-18,2016-04-18,1,0,0,"Award Complete",44668,31261,15510,47758,NA
"App ID-253192","2016 Fall",": Admit","Admitted","Pre-Medicine",21,3.02,"2/19/2016","2/25/2016","","","Female","Black or African-American","Christian","West Fargo HS","Fargo","ND","58103",0,0,20217729,NA,NA,NA,NA,NA,"No Award",44668,0,0,44395,NA
"App ID-253195","2016 Fall",": Admit","Admitted","Art: Graphic Design",23,2.21,"2/19/2016","2/19/2016","","","Male","White","","Treknorth HS","Bemidji","MN","56601-3757",0,0,20207295,NA,NA,NA,NA,NA,"No Award",44668,0,0,47758,NA
"App ID-253196","2016 Fall",": Admit","Admitted","Pre-Medicine",22,3.63,"2/19/2016","2/22/2016","","","Male","White","Christian","Billings Sr HS","Billings","MT","59102",0,0,1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253262","2016 Fall",": Admit","Admitted","Food/Nutrition/Dietetics",26,3.79,"2/19/2016","3/3/2016","","","Female","White","Catholic","Velva HS","Voltaire","ND","58792-9200",0,0,20177871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253263","2016 Fall",": Admit","Admitted","Chemistry",28,3.26,"2/19/2016","3/8/2016","","","Female","White","","Fond Du Lac HS","Fond Du Lac","WI","54935",0,0,20196142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253269","2016 Fall",": Admit","Admitted","Film Studies",28,2.33,"2/19/2016","2/19/2016","","","Male","White","Catholic","New Prague HS","Montgomery","MN","56069-3303",0,0,20212901,NA,NA,NA,NA,NA,"Award Complete",44668,25199,17180,43371,NA
"App ID-253270","2016 Fall",": Admit","Admitted","Undecided",19,2.97,"2/19/2016","2/19/2016","","","Male","Asian","","Richfield Sr HS","Richfield","MN","55423-4241",0,0,20209628,NA,NA,NA,NA,NA,"No Award",44668,0,0,43138,NA
"App ID-253271","2016 Fall",": Cancel","Cancel: Admit","Psychology",18,3.06,"2/19/2016","3/4/2016","","","Female","White","Lutheran Church (Missouri Synod)","Saint Charles HS","St Charles","MN","55972-2120",0,0,20199642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253273","2016 Fall",": Cancel","Cancel: Admit","Social Work",0,3.24,"2/19/2016","3/4/2016","","","Female","White","Christian","Hibbing HS","Chisholm","MN","55719-1155",0,0,20217586,NA,NA,NA,NA,NA,"Award Complete",44668,32601,16850,47758,NA
"App ID-253276","2016 Fall",": Admit","Admitted","Pre-Veterinary Medicine",25,3.74,"2/19/2016","2/23/2016","","","Female","American Indian or Alaska Native; White","Unknown","Charlo HS","St Ignatius","MT","59865-9495",0,0,20207077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253279","2016 Fall",": Cancel","Cancel: Admit","Pre-Law",18,3.72,"2/19/2016","2/19/2016","","","Female","White","","Blue Earth Area HS","Blue Earth","MN","56013",0,0,20216904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253295","2016 Fall",": Cancel","Cancel: Deposit","",19,2.54,"2/22/2016","3/8/2016","","","Female","Black or African-American; White; Native Hawaiian or Pacific islander","Unknown","Central HS","St Paul","MN","55117",1,0,1741,2016-04-08,2016-04-08,0,1,0,NA,NA,NA,NA,NA,NA
"App ID-253298","2016 Fall",": Admit","Admitted","Elementary Education",19,2.92,"2/22/2016","3/14/2016","","","Female","White","","Minot HS-Magic City Campus","Minot","ND","58701-5757",0,0,20217198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253302","2016 Fall",": Admit","Admitted","Undecided",24,2.59,"2/22/2016","2/29/2016","","","Male","White","Lutheran (ELCA)","Forest Lake Sr HS","Wyoming","MN","55092-9507",0,0,20216882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253304","2016 Fall",": Admit","Admitted","Undecided",19,2.83,"2/22/2016","2/26/2016","","","Female","White","Christian","Brookings HS","Brookings","SD","57006-3976",0,0,20217728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253305","2016 Fall",": Admit","Admitted","",0,3.33,"2/22/2016","","","","Male","White","Christian Mission Alliance","Home School","Grand Rapids","MN","55744-5983",0,0,20217756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253312","2016 Fall",": Admit","Admitted","Undecided",19,2.88,"2/23/2016","2/25/2016","","","Male","White","Christian","Billings Sr HS","Billings","MT","59101",0,0,1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253323","2017 Spring",": Admit","Admitted","Business: Management",23,3.8,"2/23/2016","2/23/2016","","","Female","","No religious affiliation","Badger HS","Zenda","WI","53195-0026",0,0,20206014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253360","2016 Fall",": Admit","Admitted","Business: Marketing",0,3.81,"3/1/2016","","","","Female","Black or African-American","","Saint Paul Conservatory for Performing Artists","St Paul","MN","55128-5102",1,0,20192168,2016-06-23,2016-06-23,1,0,0,"No Award",44668,0,0,40906,NA
"App ID-253383","2016 Fall",": Admit","Admitted","",23,2.93,"3/1/2016","3/29/2016","","","Male","White","","Big Foot HS","Walworth","WI","53184-9696",0,0,20216839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253388","2016 Fall",": Deposit","Paid","",24,2.52,"3/1/2016","3/14/2016","","","Female","Asian; White","Christian","Detroit Lakes HS","Detroit Lakes","MN","56501",0,0,1826,NA,NA,NA,NA,NA,"Award Complete",44668,25198,19130,41807,NA
"App ID-253390","2016 Fall",": Admit","Admitted","",27,3.81,"3/1/2016","4/4/2016","","","Female","White","No Affiliation","Hellgate HS","Missoula","MT","59803-2712",0,0,20217429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253394","2016 Fall",": Admit","Admitted","",21,2.72,"3/1/2016","3/11/2016","","","Male","White","Catholic","Saint Thomas Acdmy","Mendota Heights","MN","55120",0,0,1825,NA,NA,NA,NA,NA,"Award Complete",44668,7000,7000,0,NA
"App ID-253404","2016 Fall",": Admit","Admitted","",24,3.18,"3/1/2016","3/11/2016","","","Female","White","","South HS","Minneapolis","MN","55407-2221",0,0,20217385,NA,NA,NA,NA,NA,"Award Complete",44668,29601,14000,47758,NA
"App ID-253405","2016 Fall",": Cancel","Cancel: Admit","",29,3.36,"3/1/2016","3/11/2016","","","Male","White","Other","Mounds View HS","Shoreview","MN","55126",1,0,1827,2016-04-01,2016-04-01,1,0,0,NA,NA,NA,NA,NA,NA
"App ID-253454","2016 Fall",": Deposit","Paid","Exercise Science",20,2.4,"3/2/2016","3/4/2016","","Baseball; Basketball","Male","White","","Blackduck HS","Blackduck","MN","56630",1,0,1840,2016-03-04,2016-03-04,1,0,0,"Award Complete",44668,26261,10510,47758,NA
"App ID-253473","2016 Fall",": Admit","Admitted","",19,2.5,"3/3/2016","3/4/2016","","","Female","White","Lutheran","Stevens HS","Rapid City","SD","57702-9324",0,0,20216898,NA,NA,NA,NA,NA,"Award Complete",44668,22400,22400,32455,NA
"App ID-253475","2016 Fall",": Admit","Admitted","Pre-Medicine",22,3.61,"3/3/2016","3/3/2016","","","Female","American Indian or Alaska Native","Native American","Wakpala HS","Mobridge","SD","57601-2414",0,0,20181851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253476","2016 Fall",": Deposit","Paid","Elementary Education",19,2.93,"3/3/2016","3/4/2016","","","Female","White","Catholic","Pierz-Healy HS","Hillman","MN","56338-2206",3,0,20217856,2016-03-11,2016-03-18,1,1,0,"No Award",44668,0,0,29466,NA
"App ID-253488","2016 Fall",": Deposit","Waived","Accounting",26,3.56,"3/7/2016","3/14/2016","","","Male","White","Catholic","Providence Acdmy","Eden Prairie","MN","55347",1,0,1858,2016-03-21,2016-03-21,1,0,0,"Award Complete",44668,18000,18000,0,NA
"App ID-253502","2016 Fall",": Deposit","Paid","Communication: Mass Media",21,3.64,"3/7/2016","3/11/2016","","","Male","White","Catholic","Minnewaska Area HS","Starbuck","MN","56381",2,0,1829,2016-03-08,2016-03-08,1,0,0,"Award Complete",44668,18000,18000,13902,NA
"App ID-253504","2016 Fall",": Admit","Admitted","Business: Finance",25,3.91,"3/7/2016","3/28/2016","","","Male","","Catholic","Newman HS","Schofield","WI","54476-3196",0,0,20201051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253507","2016 Fall",": Deposit","Paid","Business: Marketing",22,3.21,"3/7/2016","3/11/2016","","","Male","White","Christian","Regis HS","Eau Claire","WI","54703",2,0,1866,2016-03-15,2016-03-15,1,0,0,"No Award",44668,0,0,NA,NA
"App ID-253509","2016 Fall",": Admit","Admitted","Undecided",21,2.2,"3/7/2016","3/7/2016","","","Male","","Lutheran Brethren","Hillcrest Lutheran Acdmy","Fergus Falls","MN","56537-2657",0,0,20212504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253514","2016 Fall",": Cancel","Cancel: Admit","Undecided",18,2.84,"3/7/2016","3/11/2016","","","Female","","","Waconia HS","Waconia","MN","55387-1879",0,0,20208687,NA,NA,NA,NA,NA,"Award Complete",44668,26261,10510,47758,NA
"App ID-253517","2016 Fall",": Cancel","Cancel: Admit","Undecided",23,3.56,"3/15/2016","3/17/2016","","","Female","White","Lutheran","Thompson Public School","Grand Forks","ND","58201",1,0,1898,2016-03-14,2016-03-14,1,0,0,NA,NA,NA,NA,NA,NA
"App ID-253557","2016 Fall",": Admit","Admitted","Elementary Education",19,3.31,"3/9/2016","3/24/2016","","","Female","","Catholic","Lakenheath American HS","APO","AE","09459",0,0,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253559","2016 Fall",": Deposit","Paid","Undecided",32,3.98,"3/9/2016","3/10/2016","","","Male","White","Lutheran (not specified)","Moorhead HS","Moorhead","MN","56560-6703",1,0,20130009,2016-05-03,2016-05-03,1,0,0,"Award Complete",44668,33421,16000,NA,NA
"App ID-253580","2016 Fall",": Cancel","Cancel: Admit","Undecided",19,3.62,"3/11/2016","3/16/2016","","","Female","White","Lutheran (ELCA)","Capital HS","Helena","MT","59602-6700",0,0,20217183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253581","2016 Fall",": Deposit","Paid","Undecided",21,2.75,"3/11/2016","3/11/2016","","","Male","American Indian or Alaska Native","Lutheran","Ada-Borup HS","Ada","MN","56510",2,0,20210206,2016-04-20,2016-04-20,1,0,0,"No Award",44668,0,0,47758,NA
"App ID-253992","2016 Fall",": Admit","Admitted","Undecided",24,3.44,"3/15/2016","3/31/2016","","","Male","Black or African-American; White","","Millard North HS","Omaha","NE","68127-2631",0,0,20216991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-253994","2016 Fall",": Admit","Admitted","Elementary Education",24,2.75,"3/15/2016","3/16/2016","","","Male","White","Lutheran","Mitchell HS","Mitchell","SD","57301",0,0,20217112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254063","2016 Fall",": Admit","Admitted","Pre-Medicine",26,3.96,"3/16/2016","4/5/2016","","","Female","Asian; White","Latter Day Saints (Mormon)","Havre HS","Havre","MT","59501-4610",0,0,20178648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254064","2016 Fall",": Admit","Admitted","Business: Management",23,2.59,"3/16/2016","3/16/2016","","","Male","White","Catholic","Ellsworth HS","Ellsworth","WI","54011-4604",0,0,20212851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254067","2016 Fall",": Admit","Admitted","Undecided",25,3.64,"3/16/2016","3/29/2016","","Band; Music; Orchestra","Male","White","Christian","City HS","Iowa City","IA","52240",1,0,1900,2016-04-08,2016-04-08,0,1,0,NA,NA,NA,NA,NA,NA
"App ID-254070","2016 Fall",": Deposit","Paid","Undecided",21,3.65,"3/16/2016","3/28/2016","","","Male","White","Lutheran","Alexandria Area HS","Miltona","MN","56354-8338",1,0,20211449,2016-04-18,2016-04-18,1,0,0,"Award Complete",44668,19080,19080,21200,NA
"App ID-254071","2016 Fall",": Admit","Admitted","Environmental Studies",20,3.56,"3/16/2016","3/24/2016","","","Female","Black or African-American","Muslim","A C Reynolds HS","Asheville","NC","28803",0,0,20216868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254095","2016 Fall",": Admit","Admitted","Undecided",26,2.99,"3/17/2016","3/17/2016","","","Female","White","Evangelical Lutheran Church in America","Sauk Rapids-Rice HS","Sauk Rapids","MN","56379-9701",0,0,20196735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254100","2016 Fall",": Admit","Admitted","Comm Studies/Arts/Lit Education",28,3.37,"3/17/2016","3/21/2016","","","Male","White","Catholic","Waseca HS","Waseca","MN","56093-1707",0,0,20195787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254102","2016 Fall",": Admit","Admitted","Physical Education",23,3.29,"3/17/2016","4/18/2016","","","Male","White","Catholic","Lincoln HS","Wisconsin Rapids","WI","54494-2742",0,0,20195777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254103","2016 Fall",": Admit","Admitted","Pre-Medicine",24,3.54,"3/17/2016","3/23/2016","","","Male","American Indian or Alaska Native; White","Catholic","Grand Fork Central","Grand Forks","ND","58201-7432",0,0,20194481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254109","2016 Fall",": Admit","Admitted","Political Science",17,3.45,"3/17/2016","4/4/2016","","","Male","","Catholic","Sauk Centre Sr HS","Sauk Centre","MN","56378-8427",0,0,20217862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254328","2016 Fall",": Admit","Admitted","",26,2.28,"3/18/2016","3/18/2016","","","Male","White","","Charles M Russell HS","Great Falls","MT","59404-3308",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254330","2016 Fall",": Admit","Admitted","",22,2.92,"3/18/2016","3/18/2016","","","Male","Two or more races","Other","Thompson Valley HS","Loveland","CO","80538",0,0,NA,NA,NA,NA,NA,NA,"No Award",44668,0,0,47013,NA
"App ID-254334","2016 Fall",": Cancel","Cancel: Admit","",23,3.45,"3/18/2016","4/6/2016","","","Female","White","Lutheran Church-Missouri Synod","Andover HS","Andover","MN","55304",0,0,NA,NA,NA,NA,NA,NA,"Award Complete",44668,14000,14000,0,NA
"App ID-254335","2016 Fall",": Deposit","Paid","",17,2.49,"3/18/2016","3/21/2016","","","Female","White","","Roseau HS","Roseau","MN","56751",2,0,NA,2016-03-22,2016-03-22,1,0,0,"Award Complete",44668,22400,22400,34146,NA
"App ID-254624","2016 Fall",": Admit","Admitted","Nursing",21,3.53,"3/21/2016","3/28/2016","","","Female","White","Christian","Hanford HS","West Richland","WA","99353",0,0,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-254767","2017 Fall",": Admit","Admitted","Biology",34,4,"3/23/2016","3/23/2016","Father Father","","Male","Asian; Two or more races; White","","Owatonna HS","Singapore","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"App ID-254769","2016 Fall",": Admit","Admitted","Undecided",16,3.54,"3/23/2016","3/24/2016","","","Female","Black or African-American","Muslim","Humboldt Sr HS","St Paul","MN","55104",0,0,1931,NA,NA,NA,NA,NA,"No Award",44668,0,0,47758,NA
"App ID-254771","2016 Fall",": Admit","Admitted","Undecided",33,3.98,"3/23/2016","3/23/2016","","","Male","White","Evangelical Lutheran Church in America","Robbinsdale Armstrong HS","Golden Valley","MN","55422",0,0,1930,NA,NA,NA,NA,NA,"No Award",44668,0,NA,6265,NA
"App ID-254771","2016 Fall",": Admit","Admitted","Undecided",33,3.98,"3/23/2016","3/23/2016","","","Male","White","Evangelical Lutheran Church in America","Robbinsdale Armstrong HS","Golden Valley","MN","55422",0,0,1930,NA,NA,NA,NA,NA,"Award Complete",44668,17000,17000,6265,NA
"App ID-255245","2016 Fall",": Admit","Admitted","Undecided",22,3.11,"3/24/2016","4/7/2016","","","Male","White","Prefer not to respond","Acdmy of Holy Angels","Edina","MN","55439",1,0,1934,2016-04-20,2016-04-20,1,0,0,NA,NA,NA,NA,NA,NA
"App ID-255443","2016 Fall",": Admit","Admitted","Undecided",21,3.5,"4/18/2016","4/19/2016","","Basketball","Female","White","No Affiliation","Virginia Secondary School","Mountain Iron","MN","55768",0,1,20187801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-256141","2016 Fall",": Admit","Admitted","International Business",21,3.49,"4/4/2016","4/5/2016","","","Male","","","Central HS","Nya","MN","55397-9240",0,0,20217492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-256364","2016 Fall",": Admit","Admitted","Psychology",24,3.51,"4/6/2016","4/13/2016","","","Female","White","Free Methodist","Andover HS","Andover","MN","55304-2758",0,0,20208500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-256371","2016 Fall",": Deposit","Waived","Undecided",25,3.41,"4/6/2016","4/6/2016","Sister","","Male","White","","Moorhead HS","Moorhead","MN","56560-4131",1,0,NA,2016-04-09,2016-04-09,0,1,0,NA,NA,NA,NA,NA,NA
"App ID-258429","2016 Fall",": Admit","Admitted","Undecided",20,2.75,"4/19/2016","4/20/2016","","","Female","White","","Brainerd Sr HS","Brainerd","MN","56401",0,0,2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-262520","2016 Fall",": Admit","Admitted","Undecided",26,3.9,"4/29/2016","4/29/2016","","","Female","White","Catholic","Century HS","Bismarck","ND","58503",0,0,2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-75079","2014 Fall",": Cancel","Cancel: Deposit","Global Studies",25,3.05,"7/10/2013","","","Service-Learning","Female","White","Episcopal (Anglican)","Arcadia HS","Phoenix","AZ","85020",1,0,NA,2013-02-18,2013-02-18,1,0,0,"Award Complete",41484,9500,9500,0,NA
"App ID-75080","2014 Fall",": Cancel","Cancel: Deposit","Music Education",26,3.27,"9/24/2013","","","Choir; Ministry","Female","White","Latter Day Saints (Mormon)","Desert Vista HS","Phoenix","AZ","85048",1,0,NA,2013-11-09,2013-11-09,1,0,0,"Award Complete",41484,20340,20340,32816,NA
"App ID-75081","2014 Fall",": Deposit","Paid","Music Education",34,3.89,"7/9/2013","","","","Female","","Not Reported","Southside HS","Fort Smith","AR","72903",4,0,NA,2013-07-09,2014-01-27,1,0,1,"Award Complete",41484,20000,20000,0,3
"App ID-75084","2014 Fall",": Cancel","Cancel: Admit","Music",23,2.84,"10/14/2013","2/11/2014","","","Female","White","Protestant (No Denomination)","Santa Susana HS","North Hills","CA","91343",0,0,NA,NA,NA,NA,NA,NA,"No Award",41484,0,NA,44181,NA
"App ID-75086","2014 Fall",": Cancel","Cancel: Admit","Pre-Physical Therapy",24,3.19,"9/9/2013","","","Ministry; Service-Learning; Soccer","Male","White","Christian","Grandview HS","Centennial","CO","80015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-75087","2014 Fall",": Cancel","Cancel: Deposit","Pre-Physical Therapy",26,3.98,"9/30/2013","","","Cross Country; Track & Field","Female","White","Protestant (No Denomination)","Monarch HS","Louisville","CO","80027",1,0,NA,2014-01-17,2014-01-17,0,0,1,"Award Complete",41484,17500,17500,13574,3
"App ID-75088","2014 Fall",": Deposit","Paid","Psychology",31,3.91,"9/18/2013","","","Ministry; Service-Learning; Student Government","Female","White","Lutheran (Other)","Horizon HS","Thornton","CO","80241-2354",4,0,NA,2013-07-25,2014-02-10,1,0,1,"Award Complete",41484,24290,24290,32823,3
"App ID-75089","2014 Fall",": Deposit","Paid","Music Education",25,3.9,"9/26/2013","","","","Female","White","United Methodist","Coronado HS","Colorado Springs","CO","80919",3,0,NA,2013-10-25,2014-01-23,1,0,1,"Award Complete",41484,19000,19000,0,2
"App ID-75090","2014 Fall",": Cancel","Cancel: Admit","Elementary Education",33,3.95,"9/9/2013","","","Choir; Ministry; Service-Learning","Female","White","Lutheran (ELCA)","Rampart HS","Colorado Springs","CO","80920",1,0,NA,2013-03-26,2013-03-26,1,0,0,"No Award",41484,0,NA,232,NA
"App ID-75091","2014 Fall",": Cancel","Cancel: Admit","Chemistry",28,3.74,"8/28/2013","","","Basketball; Ministry; Service-Learning","Female","White","Nazarene","Lutheran HS","Castle Rock","CO","80104",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-75092","2014 Fall",": Cancel","Cancel: Deposit","Music Education",31,3.73,"9/9/2013","","","","Female","Asian","Lutheran (Other)","Smoky Hill HS","Centennial","CO","80015",2,0,NA,2013-06-25,2014-01-17,0,1,1,"Award Complete",41484,20000,20000,0,3
"App ID-75094","2014 Fall",": Deposit","Paid","Undecided",24,3.85,"8/7/2013","","","","Male","White","No Affiliation","Salida HS","Salida","CO","81201",3,0,NA,2014-03-21,2014-03-22,1,1,0,"Award Complete",41484,24640,24640,37752,NA
"App ID-75095","2014 Fall",": Cancel","Cancel: Admit","Undecided",18,2.9,"10/2/2013","1/14/2014","","","Female","Black or African-American","Christian","Berkmar HS","0","WI","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-75096","2014 Fall",": Cancel","Cancel: Admit","Undecided",29,3.84,"7/2/2013","","","","Female","White","Not Reported","Century HS","Pocatello","ID","83201",1,0,NA,2014-01-23,2014-01-23,0,0,1,"No Award",41484,0,NA,38303,3
"App ID-75098","2014 Fall",": Cancel","Cancel: Admit","Psychology",31,3.92,"7/23/2013","","","Journalism/Writing; Ministry; Service-Learning; Swimming","Female","White","Not Reported","Kaneland HS","Maple Park","IL","60151",1,0,NA,2013-04-16,2013-04-16,1,0,0,NA,NA,NA,NA,NA,NA
"App ID-75099","2014 Fall",": Deposit","Paid","Music Education",23,3.8,"10/17/2013","","","Band; Baseball; Choir; Golf; Other","Male","White","Lutheran (Other)","Forest City HS","Forest City","IA","50436",2,0,NA,2014-01-23,2014-01-23,0,0,1,"Award Complete",41484,24240,24240,35661,3
"App ID-75100","2014 Fall",": Cancel","Cancel: Admit","Elementary Education",26,3.83,"8/28/2013","","","","Female","White","Presbyterian (Other)","Johnston HS","Johnston","IA","50131",2,0,NA,2013-07-29,2013-12-07,2,0,0,NA,NA,NA,NA,NA,NA
"App ID-75101","2014 Fall",": Cancel","Cancel: Admit","Business",30,4,"9/24/2013","","","ROTC; Service-Learning; Track & Field","Male","White","United Methodist","Lake Mills Cmnty School","Lake Mills","IA","50450",1,0,NA,2013-10-12,2013-10-12,1,0,0,NA,NA,NA,NA,NA,NA
